Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2262,House,2 Bedrooms,414,435,450,s,294,7.41%,6.10%,.00%,33.33%
2262,House,3 Bedrooms,475,500,548,70,786,-3.85%,.00%,25.00%,14.75%
2262,House,4 or more Bedrooms,598,610,650,39,460,-1.61%,5.17%,56.00%,34.48%
2262,Other,Total,-,-,-,-,68,-,-,-,-
2262,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2262,Other,Not Specified,-,-,-,-,s,-,-,-,-
2262,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2262,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2262,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2262,Townhouse,Total,-,-,-,-,s,-,-,-,-
2262,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2262,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2262,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2262,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2262,Flat/Unit,Total,395,400,425,s,174,-4.76%,1.27%,72.73%,35.71%
2262,Flat/Unit,1 Bedroom,-,-,-,-,34,-,-,-,-
2262,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2262,Flat/Unit,2 Bedrooms,400,400,428,s,103,-5.88%,.00%,55.56%,27.27%
2262,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2262,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2263,Total,Total,400,455,548,266,"3,300",-1.09%,1.11%,-9.83%,1.92%
2263,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2263,Total,1 Bedroom,246,295,340,s,269,-15.71%,-1.67%,-13.79%,-7.41%
2263,Total,Not Specified,-,-,-,-,244,-,-,-,-
2263,Total,2 Bedrooms,390,420,450,105,"1,158",.00%,5.00%,28.05%,8.25%
2263,Total,3 Bedrooms,470,505,550,101,"1,269",-2.88%,-.98%,6.32%,3.06%
2263,Total,4 or more Bedrooms,598,650,720,32,354,2.36%,.00%,45.45%,-8.57%
2263,House,Total,420,480,550,218,"2,309",.00%,.00%,-7.63%,14.14%
2263,House,Bedsitter,-,-,-,-,-,-,-,-,-
2263,House,1 Bedroom,235,300,375,s,75,-14.29%,1.69%,-26.67%,-8.33%
2263,House,Not Specified,-,-,-,-,135,-,-,-,-
2263,House,2 Bedrooms,393,420,450,78,664,.00%,.00%,44.44%,41.82%
2263,House,3 Bedrooms,470,500,550,96,"1,092",-3.85%,-1.96%,21.52%,7.87%
2263,House,4 or more Bedrooms,598,650,720,32,342,2.36%,.00%,45.45%,-8.57%
2263,Other,Total,-,-,-,-,187,-,-,-,-
2263,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2263,Other,1 Bedroom,-,-,-,-,39,-,-,-,-
2263,Other,Not Specified,-,-,-,-,60,-,-,-,-
2263,Other,2 Bedrooms,-,-,-,-,53,-,-,-,-
2263,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2263,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2263,Townhouse,Total,-,-,-,-,147,-,-,-,-
2263,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2263,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2263,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2263,Townhouse,2 Bedrooms,-,-,-,-,54,-,-,-,-
2263,Townhouse,3 Bedrooms,-,-,-,-,80,-,-,-,-
2263,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2263,Flat/Unit,Total,298,360,423,35,657,-14.29%,-8.86%,-16.67%,-31.37%
2263,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2263,Flat/Unit,1 Bedroom,250,262,300,s,151,-12.67%,-12.67%,44.44%,8.33%
2263,Flat/Unit,Not Specified,-,-,-,-,44,-,-,-,-
2263,Flat/Unit,2 Bedrooms,371,405,430,s,387,-3.57%,1.25%,-20.00%,-39.39%
2263,Flat/Unit,3 Bedrooms,-,-,-,-,69,-,-,-,-
2263,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2264,Total,Total,461,545,600,138,"1,478",9.00%,9.00%,-6.76%,17.95%
2264,Total,1 Bedroom,-,-,-,-,80,-,-,-,-
2264,Total,Not Specified,-,-,-,-,s,-,-,-,-
2264,Total,2 Bedrooms,390,430,450,s,253,-3.37%,4.88%,-4.17%,.00%
2264,Total,3 Bedrooms,470,500,550,61,587,3.09%,.00%,90.63%,41.86%
2264,Total,4 or more Bedrooms,575,618,665,50,533,1.23%,-3.14%,56.25%,19.05%
2264,House,Total,480,550,611,106,"1,191",10.00%,4.76%,-15.20%,10.42%
2264,House,1 Bedroom,-,-,-,-,35,-,-,-,-
2264,House,Not Specified,-,-,-,-,s,-,-,-,-
2264,House,2 Bedrooms,385,425,448,s,163,-3.41%,2.41%,-17.65%,.00%
2264,House,3 Bedrooms,470,500,550,46,480,1.01%,.00%,76.92%,24.32%
2264,House,4 or more Bedrooms,584,620,673,44,498,.00%,-4.62%,51.72%,12.82%
2264,Other,Total,-,-,-,-,34,-,-,-,-
2264,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2264,Other,Not Specified,-,-,-,-,-,-,-,-,-
2264,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2264,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2264,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2264,Townhouse,Total,475,540,550,s,130,13.09%,9.09%,25.00%,50.00%
2264,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2264,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2264,Townhouse,3 Bedrooms,473,540,550,s,81,12.50%,8.00%,120.00%,120.00%
2264,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2264,Flat/Unit,Total,375,450,480,s,123,15.38%,28.57%,50.00%,36.36%
2264,Flat/Unit,1 Bedroom,-,-,-,-,39,-,-,-,-
2264,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2264,Flat/Unit,2 Bedrooms,-,-,-,-,62,-,-,-,-
2264,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2264,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2265,Total,Total,340,445,590,56,509,-6.32%,-8.25%,-17.65%,86.67%
2265,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2265,Total,1 Bedroom,280,293,325,s,49,-7.14%,4.46%,200.00%,200.00%
2265,Total,Not Specified,-,-,-,-,s,-,-,-,-
2265,Total,2 Bedrooms,338,350,433,s,106,-12.50%,-13.58%,23.08%,166.67%
2265,Total,3 Bedrooms,500,520,540,s,151,.00%,13.04%,-13.33%,44.44%
2265,Total,4 or more Bedrooms,600,650,685,s,174,.00%,4.84%,.00%,36.36%
2265,House,Total,430,520,610,39,374,1.96%,4.00%,-33.90%,62.50%
2265,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2265,House,Not Specified,-,-,-,-,-,-,-,-,-
2265,House,2 Bedrooms,-,-,-,-,55,-,-,-,-
2265,House,3 Bedrooms,500,515,546,s,135,-.96%,14.44%,-7.69%,71.43%
2265,House,4 or more Bedrooms,600,650,685,s,171,.00%,4.84%,.00%,36.36%
2265,Other,Total,-,-,-,-,s,-,-,-,-
2265,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2265,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2265,Other,Not Specified,-,-,-,-,-,-,-,-,-
2265,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2265,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2265,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2265,Townhouse,Total,-,-,-,-,s,-,-,-,-
2265,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2265,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2265,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2265,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2265,Flat/Unit,Total,280,300,350,s,101,-6.25%,7.14%,75.00%,366.67%
2265,Flat/Unit,1 Bedroom,-,-,-,-,33,-,-,-,-
2265,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2265,Flat/Unit,2 Bedrooms,-,-,-,-,46,-,-,-,-
2265,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2265,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2267,Total,Total,450,490,590,s,243,-3.92%,.00%,5.00%,31.25%
2267,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2267,Total,1 Bedroom,-,-,-,-,47,-,-,-,-
2267,Total,Not Specified,-,-,-,-,s,-,-,-,-
2267,Total,2 Bedrooms,-,-,-,-,56,-,-,-,-
2267,Total,3 Bedrooms,-,-,-,-,86,-,-,-,-
2267,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2267,House,Total,450,490,583,s,162,-5.77%,-18.33%,11.76%,72.73%
2267,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2267,House,Not Specified,-,-,-,-,-,-,-,-,-
2267,House,2 Bedrooms,-,-,-,-,39,-,-,-,-
2267,House,3 Bedrooms,-,-,-,-,78,-,-,-,-
2267,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2267,Other,Total,-,-,-,-,s,-,-,-,-
2267,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2267,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2267,Other,Not Specified,-,-,-,-,s,-,-,-,-
2267,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2267,Townhouse,Total,-,-,-,-,-,-,-,-,-
2267,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2267,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2267,Flat/Unit,Total,-,-,-,-,54,-,-,-,-
2267,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2267,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2267,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2267,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2278,Total,Total,-,-,-,-,68,-,-,-,-
2278,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2278,Total,Not Specified,-,-,-,-,-,-,-,-,-
2278,Total,2 Bedrooms,-,-,-,-,s,-,-,-,-
2278,Total,3 Bedrooms,-,-,-,-,35,-,-,-,-
2278,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2278,House,Total,-,-,-,-,62,-,-,-,-
2278,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2278,House,Not Specified,-,-,-,-,-,-,-,-,-
2278,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2278,House,3 Bedrooms,-,-,-,-,35,-,-,-,-
2278,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2278,Other,Total,-,-,-,-,-,-,-,-,-
2278,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2278,Other,Not Specified,-,-,-,-,-,-,-,-,-
2278,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2278,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2278,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2280,Total,Total,450,550,650,116,"1,776",10.00%,5.77%,-16.55%,-7.20%
2280,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2280,Total,1 Bedroom,343,361,398,s,245,-9.88%,12.66%,.00%,-17.65%
2280,Total,Not Specified,-,-,-,-,90,-,-,-,-
2280,Total,2 Bedrooms,395,470,520,40,558,4.44%,11.90%,21.21%,2.56%
2280,Total,3 Bedrooms,540,590,635,44,644,-1.26%,5.36%,69.23%,7.32%
2280,Total,4 or more Bedrooms,650,745,799,s,232,-.67%,-.67%,-14.29%,-33.33%
2280,House,Total,500,600,650,81,"1,030",5.26%,3.45%,-27.03%,5.19%
2280,House,Bedsitter,-,-,-,-,-,-,-,-,-
2280,House,1 Bedroom,-,-,-,-,40,-,-,-,-
2280,House,Not Specified,-,-,-,-,s,-,-,-,-
2280,House,2 Bedrooms,450,495,510,s,222,6.45%,17.86%,15.79%,69.23%
2280,House,3 Bedrooms,550,600,650,35,517,.42%,6.19%,45.83%,6.06%
2280,House,4 or more Bedrooms,650,745,799,s,220,-.67%,-.67%,-10.00%,-30.77%
2280,Other,Total,-,-,-,-,137,-,-,-,-
2280,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2280,Other,1 Bedroom,-,-,-,-,34,-,-,-,-
2280,Other,Not Specified,-,-,-,-,46,-,-,-,-
2280,Other,2 Bedrooms,-,-,-,-,34,-,-,-,-
2280,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2280,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2280,Townhouse,Total,500,540,640,s,124,21.35%,5.88%,175.00%,120.00%
2280,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2280,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2280,Townhouse,2 Bedrooms,-,-,-,-,52,-,-,-,-
2280,Townhouse,3 Bedrooms,-,-,-,-,64,-,-,-,-
2280,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2280,Flat/Unit,Total,350,380,430,s,485,-10.06%,1.33%,-4.17%,-43.90%
2280,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2280,Flat/Unit,1 Bedroom,-,-,-,-,168,-,-,-,-
2280,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2280,Flat/Unit,2 Bedrooms,370,400,420,s,250,-11.11%,2.56%,18.18%,-43.48%
2280,Flat/Unit,3 Bedrooms,-,-,-,-,49,-,-,-,-
2280,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2281,Total,Total,468,540,680,103,"1,032",-1.82%,1.89%,51.47%,32.05%
2281,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2281,Total,1 Bedroom,295,310,363,s,129,-13.89%,3.33%,140.00%,71.43%
2281,Total,Not Specified,-,-,-,-,36,-,-,-,-
2281,Total,2 Bedrooms,421,480,515,34,336,-2.04%,6.67%,112.50%,17.24%
2281,Total,3 Bedrooms,526,578,655,s,332,-4.55%,-3.75%,150.00%,11.11%
2281,Total,4 or more Bedrooms,756,815,850,s,194,16.43%,-.61%,100.00%,73.33%
2281,House,Total,500,585,784,74,630,3.54%,-3.31%,45.10%,42.31%
2281,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2281,House,Not Specified,-,-,-,-,-,-,-,-,-
2281,House,2 Bedrooms,420,475,500,s,156,-6.86%,5.56%,162.50%,31.25%
2281,House,3 Bedrooms,525,580,650,s,266,-4.13%,-6.07%,237.50%,35.00%
2281,House,4 or more Bedrooms,784,820,850,s,184,11.95%,.00%,100.00%,60.00%
2281,Other,Total,-,-,-,-,61,-,-,-,-
2281,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2281,Other,Not Specified,-,-,-,-,s,-,-,-,-
2281,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2281,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2281,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2281,Townhouse,Total,-,-,-,-,80,-,-,-,-
2281,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2281,Townhouse,2 Bedrooms,-,-,-,-,46,-,-,-,-
2281,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2281,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2281,Flat/Unit,Total,280,310,445,s,261,-31.11%,-23.46%,36.36%,-6.25%
2281,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2281,Flat/Unit,1 Bedroom,-,-,-,-,100,-,-,-,-
2281,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2281,Flat/Unit,2 Bedrooms,-,-,-,-,123,-,-,-,-
2281,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2281,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2282,Total,Total,500,595,655,87,985,2.59%,3.48%,-3.33%,40.32%
2282,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2282,Total,1 Bedroom,370,438,473,s,87,-5.91%,12.18%,600.00%,180.00%
2282,Total,Not Specified,-,-,-,-,62,-,-,-,-
2282,Total,2 Bedrooms,465,500,610,s,293,-.99%,1.01%,43.75%,27.78%
2282,Total,3 Bedrooms,575,610,675,39,394,-1.61%,1.67%,25.81%,44.44%
2282,Total,4 or more Bedrooms,650,750,853,s,145,-14.29%,.67%,22.22%,-8.33%
2282,House,Total,520,595,690,58,586,.85%,-.83%,-14.71%,34.88%
2282,House,Bedsitter,-,-,-,-,-,-,-,-,-
2282,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2282,House,Not Specified,-,-,-,-,s,-,-,-,-
2282,House,2 Bedrooms,375,500,505,s,108,-1.96%,1.01%,71.43%,20.00%
2282,House,3 Bedrooms,568,605,683,s,299,-3.97%,-.82%,30.43%,50.00%
2282,House,4 or more Bedrooms,650,750,853,s,141,-14.29%,1.35%,22.22%,.00%
2282,Other,Total,-,-,-,-,69,-,-,-,-
2282,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2282,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2282,Other,Not Specified,-,-,-,-,40,-,-,-,-
2282,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2282,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2282,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2282,Townhouse,Total,-,-,-,-,84,-,-,-,-
2282,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2282,Townhouse,2 Bedrooms,-,-,-,-,36,-,-,-,-
2282,Townhouse,3 Bedrooms,-,-,-,-,45,-,-,-,-
2282,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2282,Flat/Unit,Total,450,500,620,s,246,-9.09%,3.09%,127.27%,108.33%
2282,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2282,Flat/Unit,1 Bedroom,-,-,-,-,64,-,-,-,-
2282,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2282,Flat/Unit,2 Bedrooms,-,-,-,-,134,-,-,-,-
2282,Flat/Unit,3 Bedrooms,-,-,-,-,42,-,-,-,-
2283,Total,Total,430,510,598,111,"1,540",4.62%,8.51%,-5.93%,-11.20%
2283,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2283,Total,1 Bedroom,186,250,355,s,134,-16.67%,-24.24%,57.14%,.00%
2283,Total,Not Specified,-,-,-,-,81,-,-,-,-
2283,Total,2 Bedrooms,414,445,513,s,367,-3.26%,9.88%,40.00%,-6.67%
2283,Total,3 Bedrooms,470,520,575,50,688,-1.89%,5.05%,61.29%,-13.79%
2283,Total,4 or more Bedrooms,590,635,700,s,263,-2.31%,-2.31%,110.00%,-16.00%
2283,House,Total,470,530,620,89,"1,114",6.00%,7.07%,-7.29%,-10.10%
2283,House,1 Bedroom,-,-,-,-,34,-,-,-,-
2283,House,Not Specified,-,-,-,-,39,-,-,-,-
2283,House,2 Bedrooms,416,445,535,s,207,-2.20%,11.25%,120.00%,4.76%
2283,House,3 Bedrooms,470,523,583,44,581,.48%,5.56%,62.96%,-10.20%
2283,House,4 or more Bedrooms,594,643,700,s,253,-1.15%,-1.15%,100.00%,-16.67%
2283,Other,Total,-,-,-,-,134,-,-,-,-
2283,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2283,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2283,Other,Not Specified,-,-,-,-,33,-,-,-,-
2283,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2283,Other,3 Bedrooms,-,-,-,-,34,-,-,-,-
2283,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2283,Townhouse,Total,-,-,-,-,88,-,-,-,-
2283,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2283,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2283,Townhouse,2 Bedrooms,-,-,-,-,44,-,-,-,-
2283,Townhouse,3 Bedrooms,-,-,-,-,37,-,-,-,-
2283,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2283,Flat/Unit,Total,328,380,423,s,204,-5.00%,-9.52%,-20.00%,-20.00%
2283,Flat/Unit,1 Bedroom,-,-,-,-,72,-,-,-,-
2283,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2283,Flat/Unit,2 Bedrooms,-,-,-,-,87,-,-,-,-
2283,Flat/Unit,3 Bedrooms,-,-,-,-,36,-,-,-,-
2283,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2284,Total,Total,450,540,645,86,"1,007",-1.82%,3.85%,-1.15%,-7.53%
2284,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2284,Total,1 Bedroom,300,365,390,s,117,40.38%,46.00%,85.71%,44.44%
2284,Total,Not Specified,-,-,-,-,42,-,-,-,-
2284,Total,2 Bedrooms,433,473,498,s,254,-3.57%,5.00%,37.50%,-24.14%
2284,Total,3 Bedrooms,540,575,615,31,413,-4.17%,-.86%,19.23%,14.81%
2284,Total,4 or more Bedrooms,650,690,750,s,177,-1.43%,6.15%,81.82%,-13.04%
2284,House,Total,480,560,650,61,727,-1.75%,-3.45%,-6.15%,.00%
2284,House,Bedsitter,-,-,-,-,-,-,-,-,-
2284,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2284,House,Not Specified,-,-,-,-,s,-,-,-,-
2284,House,2 Bedrooms,450,475,490,s,157,-3.06%,5.56%,85.71%,-23.53%
2284,House,3 Bedrooms,531,578,623,s,348,-3.75%,-1.28%,10.00%,4.76%
2284,House,4 or more Bedrooms,650,690,750,s,173,-1.43%,6.15%,81.82%,-4.76%
2284,Other,Total,-,-,-,-,71,-,-,-,-
2284,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2284,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2284,Other,Not Specified,-,-,-,-,s,-,-,-,-
2284,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2284,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2284,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2284,Townhouse,Total,-,-,-,-,42,-,-,-,-
2284,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2284,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2284,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2284,Townhouse,3 Bedrooms,-,-,-,-,s,-,-,-,-
2284,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2284,Flat/Unit,Total,388,450,515,s,167,-3.23%,7.14%,.00%,15.38%
2284,Flat/Unit,1 Bedroom,-,-,-,-,55,-,-,-,-
2284,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2284,Flat/Unit,2 Bedrooms,-,-,-,-,77,-,-,-,-
2284,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2285,Total,Total,495,600,690,202,"2,594",3.45%,7.14%,-10.22%,-14.41%
2285,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2285,Total,1 Bedroom,300,300,370,s,242,-6.98%,21.21%,-25.00%,.00%
2285,Total,Not Specified,-,-,-,-,109,-,-,-,-
2285,Total,2 Bedrooms,448,465,500,44,485,3.33%,3.33%,69.23%,2.33%
2285,Total,3 Bedrooms,530,580,630,67,"1,007",.43%,5.45%,8.06%,-24.72%
2285,Total,4 or more Bedrooms,650,700,720,78,738,7.69%,7.69%,69.57%,-11.36%
2285,House,Total,530,630,700,158,"1,968",7.69%,8.62%,-17.71%,-15.51%
2285,House,Bedsitter,-,-,-,-,s,-,-,-,-
2285,House,1 Bedroom,-,-,-,-,46,-,-,-,-
2285,House,Not Specified,-,-,-,-,57,-,-,-,-
2285,House,2 Bedrooms,455,480,500,s,280,5.49%,.00%,43.75%,-14.81%
2285,House,3 Bedrooms,535,590,630,58,879,1.72%,7.27%,9.43%,-21.62%
2285,House,4 or more Bedrooms,650,700,721,72,695,7.69%,7.69%,60.00%,-11.11%
2285,Other,Total,-,-,-,-,107,-,-,-,-
2285,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2285,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2285,Other,Not Specified,-,-,-,-,38,-,-,-,-
2285,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2285,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2285,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2285,Townhouse,Total,458,563,635,s,125,-7.79%,-6.25%,33.33%,-15.79%
2285,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2285,Townhouse,2 Bedrooms,-,-,-,-,42,-,-,-,-
2285,Townhouse,3 Bedrooms,-,-,-,-,56,-,-,-,-
2285,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2285,Flat/Unit,Total,400,420,500,s,394,.00%,7.69%,80.00%,8.00%
2285,Flat/Unit,1 Bedroom,-,-,-,-,185,-,-,-,-
2285,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2285,Flat/Unit,2 Bedrooms,410,450,490,s,150,4.65%,9.76%,85.71%,8.33%
2285,Flat/Unit,3 Bedrooms,-,-,-,-,44,-,-,-,-
2285,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2286,Total,Total,458,545,673,s,234,10.10%,.93%,10.00%,57.14%
2286,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2286,Total,Not Specified,-,-,-,-,-,-,-,-,-
2286,Total,2 Bedrooms,-,-,-,-,38,-,-,-,-
2286,Total,3 Bedrooms,-,-,-,-,111,-,-,-,-
2286,Total,4 or more Bedrooms,-,-,-,-,65,-,-,-,-
2286,House,Total,508,560,688,s,199,12.00%,5.66%,18.75%,46.15%
2286,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2286,House,Not Specified,-,-,-,-,-,-,-,-,-
2286,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2286,House,3 Bedrooms,-,-,-,-,99,-,-,-,-
2286,House,4 or more Bedrooms,-,-,-,-,63,-,-,-,-
2286,Other,Total,-,-,-,-,-,-,-,-,-
2286,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2286,Other,Not Specified,-,-,-,-,-,-,-,-,-
2286,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2286,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2286,Townhouse,Total,-,-,-,-,-,-,-,-,-
2286,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2286,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2286,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2286,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2286,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2286,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2286,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
