Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2138,Flat/Unit,Total,700,795,900,390,"3,264",1.92%,22.31%,20.37%,12.39%
2138,Flat/Unit,1 Bedroom,650,680,720,121,944,6.25%,25.93%,47.56%,3.42%
2138,Flat/Unit,2 Bedrooms,780,828,900,210,"1,894",-.90%,23.51%,17.98%,14.75%
2138,Flat/Unit,3 Bedrooms,938,1150,1250,48,359,-4.17%,15.00%,29.73%,33.33%
2140,Total,Total,580,650,720,492,"4,501",10.17%,30.00%,19.71%,-5.02%
2140,Total,1 Bedroom,498,548,580,92,749,3.30%,24.43%,24.32%,-5.15%
2140,Total,2 Bedrooms,600,660,700,309,"2,826",11.86%,32.00%,57.65%,.00%
2140,Total,3 Bedrooms,730,820,875,75,680,9.33%,32.26%,114.29%,11.94%
2140,House,Total,620,680,800,s,272,13.33%,7.94%,-66.67%,16.00%
2140,House,2 Bedrooms,628,680,715,s,88,18.26%,23.64%,133.33%,27.27%
2140,Other,Total,585,640,690,s,410,26.73%,42.22%,137.50%,-24.00%
2140,Flat/Unit,Total,580,650,700,437,"3,719",12.07%,30.00%,40.51%,-4.79%
2140,Flat/Unit,1 Bedroom,495,550,580,87,665,.92%,22.91%,31.82%,-3.33%
2140,Flat/Unit,2 Bedrooms,600,650,700,284,"2,494",9.70%,30.00%,52.69%,.00%
2140,Flat/Unit,3 Bedrooms,750,820,875,63,479,9.33%,32.26%,142.31%,21.15%
2141,Total,Total,570,650,760,457,"4,434",6.56%,20.37%,17.48%,13.97%
2141,Total,1 Bedroom,560,600,615,127,598,9.09%,26.32%,76.39%,58.75%
2141,Total,2 Bedrooms,583,720,770,242,"2,216",15.20%,30.91%,53.16%,15.79%
2141,Total,3 Bedrooms,650,750,900,59,"1,105",14.50%,27.12%,-21.33%,-25.32%
2141,Total,4 or more Bedrooms,818,975,1150,s,327,32.65%,41.30%,.00%,-13.04%
2141,House,Total,600,650,810,56,915,8.33%,10.64%,-54.84%,-6.67%
2141,House,3 Bedrooms,600,650,700,s,490,6.56%,11.11%,-42.11%,-12.00%
2141,House,4 or more Bedrooms,795,950,1150,s,246,33.80%,42.86%,5.56%,5.56%
2141,Other,Total,415,490,573,s,408,-4.85%,13.95%,137.50%,-20.83%
2141,Townhouse,Total,520,600,743,s,404,7.14%,5.26%,-11.54%,4.55%
2141,Townhouse,3 Bedrooms,625,735,775,s,235,2.80%,18.55%,-8.33%,-42.11%
2141,Flat/Unit,Total,580,660,760,359,"2,707",6.45%,26.92%,55.41%,21.69%
2141,Flat/Unit,1 Bedroom,568,600,620,112,515,9.09%,25.00%,67.16%,53.42%
2141,Flat/Unit,2 Bedrooms,640,730,770,218,"1,839",14.96%,30.36%,63.91%,16.58%
2141,Flat/Unit,3 Bedrooms,820,900,970,s,293,1.12%,34.33%,.00%,-20.00%
2142,Total,Total,450,550,650,324,"4,491",12.24%,25.00%,-18.80%,-23.94%
2142,Total,Bedsitter,300,315,320,s,68,5.00%,8.62%,44.44%,85.71%
2142,Total,1 Bedroom,353,440,530,63,643,10.00%,12.82%,-13.70%,-12.50%
2142,Total,2 Bedrooms,480,560,648,167,"2,480",7.69%,27.27%,-6.70%,-27.07%
2142,Total,3 Bedrooms,580,650,700,53,828,12.07%,22.64%,20.45%,-31.17%
2142,Total,4 or more Bedrooms,710,820,900,s,251,9.33%,36.67%,177.78%,.00%
2142,House,Total,550,620,750,65,892,26.53%,24.00%,-42.48%,-28.57%
2142,House,2 Bedrooms,465,500,555,s,213,4.17%,21.95%,-54.17%,-60.71%
2142,House,3 Bedrooms,570,620,685,s,397,12.73%,19.23%,58.82%,-22.86%
2142,House,4 or more Bedrooms,703,823,938,s,193,26.54%,46.88%,214.29%,4.76%
2142,Other,Total,315,330,500,s,374,-13.16%,-2.22%,-19.23%,-12.50%
2142,Townhouse,Total,550,650,700,s,235,10.17%,25.00%,21.43%,-19.05%
2142,Townhouse,3 Bedrooms,573,650,685,s,146,7.44%,25.00%,20.00%,-7.69%
2142,Flat/Unit,Total,450,550,621,221,"2,990",10.00%,30.95%,-10.16%,-23.79%
2142,Flat/Unit,1 Bedroom,360,450,540,57,536,4.65%,15.38%,-3.39%,-6.56%
2142,Flat/Unit,2 Bedrooms,480,570,650,147,"2,122",7.55%,29.55%,-.68%,-23.83%
2142,Flat/Unit,3 Bedrooms,589,675,803,s,231,8.00%,26.17%,-20.00%,-53.85%
2143,Total,Total,450,550,620,50,841,10.00%,19.57%,-21.87%,-13.79%
2143,Total,2 Bedrooms,433,455,565,s,362,-1.09%,8.33%,23.81%,-16.13%
2143,Total,3 Bedrooms,543,600,635,s,279,9.09%,15.38%,.00%,6.67%
2143,House,Total,500,620,700,s,350,12.73%,12.73%,-52.78%,-22.73%
2143,Flat/Unit,Total,408,455,595,s,350,-4.21%,13.75%,10.00%,-24.14%
2143,Flat/Unit,2 Bedrooms,408,450,565,s,249,-2.17%,9.76%,38.46%,-18.18%
2144,Total,Total,470,580,650,325,"4,963",11.54%,26.09%,.31%,-33.81%
2144,Total,1 Bedroom,358,478,560,48,365,19.38%,44.70%,45.45%,2.13%
2144,Total,Not Specified,411,525,628,s,274,-4.55%,28.05%,-77.78%,9.09%
2144,Total,2 Bedrooms,460,550,650,176,"2,781",12.24%,22.22%,8.64%,-44.13%
2144,Total,3 Bedrooms,600,650,750,69,"1,171",6.56%,17.12%,13.11%,-21.59%
2144,Total,4 or more Bedrooms,758,838,900,s,340,11.67%,15.52%,38.46%,-35.71%
2144,House,Total,550,605,658,54,968,6.14%,12.04%,-35.71%,-19.40%
2144,House,3 Bedrooms,580,610,650,s,481,5.17%,15.09%,7.41%,7.41%
2144,House,4 or more Bedrooms,775,825,875,s,225,16.20%,10.00%,37.50%,-52.17%
2144,Other,Total,465,550,650,43,472,19.57%,37.50%,38.71%,79.17%
2144,Other,2 Bedrooms,520,550,650,s,197,22.22%,41.03%,61.54%,75.00%
2144,Townhouse,Total,560,720,765,s,318,20.00%,29.73%,.00%,-42.31%
2144,Flat/Unit,Total,450,550,650,213,"3,205",10.00%,22.22%,9.79%,-43.05%
2144,Flat/Unit,1 Bedroom,365,490,574,38,300,22.50%,44.12%,52.00%,-11.63%
2144,Flat/Unit,2 Bedrooms,450,550,645,143,"2,311",11.68%,20.88%,6.72%,-48.93%
2144,Flat/Unit,3 Bedrooms,650,700,788,s,446,.00%,20.69%,22.73%,-34.15%
2145,Total,Total,500,575,646,952,"11,712",10.58%,27.78%,-15.98%,-15.00%
2145,Total,1 Bedroom,400,500,550,109,"1,072",11.11%,31.58%,5.83%,1.87%
2145,Total,2 Bedrooms,494,550,600,484,"5,868",7.84%,27.91%,10.25%,-23.17%
2145,Total,3 Bedrooms,580,630,680,233,"2,970",5.00%,16.67%,37.06%,-10.38%
2145,Total,4 or more Bedrooms,700,780,850,114,"1,305",4.00%,14.71%,12.87%,5.56%
2145,House,Total,550,645,750,290,"3,503",17.27%,18.35%,-45.90%,-3.01%
2145,House,1 Bedroom,330,365,450,s,89,-3.95%,-3.95%,-18.75%,85.71%
2145,House,2 Bedrooms,479,515,550,60,685,3.00%,22.62%,-18.92%,-1.64%
2145,House,3 Bedrooms,574,635,700,128,"1,642",8.09%,15.45%,33.33%,-11.72%
2145,House,4 or more Bedrooms,680,760,850,89,965,4.47%,11.76%,11.25%,7.23%
2145,Other,Total,420,500,560,37,"1,097",6.38%,25.00%,-5.13%,-39.34%
2145,Other,2 Bedrooms,480,500,540,s,399,6.38%,25.00%,-23.53%,-61.76%
2145,Townhouse,Total,530,610,728,94,"1,196",1.67%,24.49%,36.23%,-7.84%
2145,Townhouse,2 Bedrooms,480,500,550,s,394,.00%,11.11%,20.83%,-34.09%
2145,Townhouse,3 Bedrooms,583,635,695,42,530,4.10%,17.05%,68.00%,16.67%
2145,Townhouse,4 or more Bedrooms,770,850,900,s,212,7.59%,25.46%,40.00%,16.67%
2145,Flat/Unit,Total,500,550,600,531,"5,916",8.91%,25.71%,8.59%,-19.30%
2145,Flat/Unit,1 Bedroom,445,500,560,88,836,8.70%,28.21%,11.39%,-4.35%
2145,Flat/Unit,2 Bedrooms,500,550,600,382,"4,390",6.28%,25.00%,17.90%,-22.20%
2145,Flat/Unit,3 Bedrooms,583,623,650,58,562,2.89%,15.28%,31.82%,-12.12%
2146,Total,Total,490,560,650,171,"2,086",14.29%,24.44%,-12.76%,7.55%
2146,Total,1 Bedroom,234,393,475,s,168,30.83%,19.66%,-48.15%,7.69%
2146,Total,2 Bedrooms,450,505,553,60,728,7.45%,23.17%,-21.05%,-24.05%
2146,Total,3 Bedrooms,550,600,650,64,824,9.09%,20.00%,93.94%,36.17%
2146,Total,4 or more Bedrooms,654,708,800,s,300,8.02%,15.04%,27.27%,55.56%
2146,House,Total,528,600,650,87,919,11.11%,19.40%,.00%,89.13%
2146,House,2 Bedrooms,485,510,528,s,128,10.87%,27.50%,15.38%,66.67%
2146,House,3 Bedrooms,550,580,630,47,533,5.45%,16.00%,147.37%,88.00%
2146,House,4 or more Bedrooms,650,700,773,s,218,7.69%,16.67%,15.00%,130.00%
2146,Townhouse,Total,525,580,670,s,313,16.00%,12.62%,5.88%,-21.74%
2146,Flat/Unit,Total,425,490,570,58,692,8.89%,12.64%,-30.95%,-22.67%
2146,Flat/Unit,1 Bedroom,225,365,480,s,129,35.20%,-3.95%,-45.83%,18.18%
2146,Flat/Unit,2 Bedrooms,440,500,570,35,457,6.38%,14.94%,-31.37%,-36.36%
2147,Total,Total,450,550,620,232,"3,148",10.00%,22.22%,-12.78%,-17.73%
2147,Total,1 Bedroom,330,350,450,s,213,.00%,16.67%,54.55%,-39.29%
2147,Total,2 Bedrooms,420,450,500,60,743,.00%,12.50%,.00%,-11.76%
2147,Total,3 Bedrooms,510,550,620,121,"1,559",5.77%,17.02%,44.05%,-13.57%
2147,Total,4 or more Bedrooms,630,680,725,33,529,1.12%,8.80%,65.00%,-25.00%
2147,House,Total,480,550,625,185,"2,334",10.00%,19.57%,-17.04%,-11.06%
2147,House,2 Bedrooms,400,425,480,31,370,-1.16%,11.84%,-3.12%,-8.82%
2147,House,3 Bedrooms,500,550,600,113,"1,385",5.77%,17.02%,50.67%,-11.72%
2147,House,4 or more Bedrooms,630,680,725,33,480,3.03%,9.68%,83.33%,-17.50%
2147,Flat/Unit,Total,450,500,595,35,404,-5.66%,31.58%,9.38%,-25.53%
2147,Flat/Unit,2 Bedrooms,450,498,588,s,242,-5.24%,21.34%,-15.38%,-8.33%
2148,Total,Total,440,500,580,664,"8,489",6.38%,19.05%,-4.87%,-9.04%
2148,Total,1 Bedroom,230,330,390,61,491,.00%,12.82%,64.86%,27.08%
2148,Total,2 Bedrooms,430,460,538,282,"3,114",5.02%,17.95%,37.56%,-17.78%
2148,Total,3 Bedrooms,500,550,600,228,"3,305",7.84%,15.79%,31.03%,-3.80%
2148,Total,4 or more Bedrooms,600,650,750,81,"1,215",8.33%,12.07%,37.29%,-12.90%
2148,House,Total,450,550,610,380,"4,741",12.24%,19.57%,-19.49%,-4.04%
2148,House,1 Bedroom,208,330,383,s,104,10.00%,32.00%,84.62%,60.00%
2148,House,2 Bedrooms,420,450,500,83,881,5.26%,13.92%,22.06%,-21.70%
2148,House,3 Bedrooms,500,550,600,195,"2,576",7.84%,15.79%,37.32%,4.28%
2148,House,4 or more Bedrooms,600,650,750,75,"1,079",8.33%,12.07%,41.51%,-11.76%
2148,Other,Total,300,415,460,52,776,5.06%,10.67%,92.59%,26.83%
2148,Other,1 Bedroom,180,250,313,s,138,-21.87%,-10.71%,77.78%,100.00%
2148,Other,2 Bedrooms,420,450,460,s,258,4.65%,19.21%,200.00%,22.73%
2148,Townhouse,Total,450,528,576,40,759,6.57%,14.67%,-9.09%,-38.46%
2148,Townhouse,2 Bedrooms,450,510,573,s,209,8.51%,21.43%,7.69%,-41.67%
2148,Townhouse,3 Bedrooms,475,523,538,s,415,8.85%,8.85%,33.33%,-42.86%
2148,Flat/Unit,Total,430,460,550,192,"2,213",5.02%,17.95%,23.87%,-15.79%
2148,Flat/Unit,1 Bedroom,325,380,450,s,226,-5.59%,26.67%,58.33%,-20.83%
2148,Flat/Unit,2 Bedrooms,430,460,550,158,"1,766",5.75%,17.95%,37.39%,-17.28%
2148,Flat/Unit,3 Bedrooms,525,565,613,s,161,6.60%,21.51%,-14.29%,50.00%
2150,Total,Total,500,590,680,955,"10,607",7.27%,31.11%,-15.56%,-7.46%
2150,Total,Bedsitter,360,395,420,s,161,10.49%,25.40%,31.82%,20.83%
2150,Total,1 Bedroom,438,540,600,254,"1,919",5.88%,25.58%,4.53%,17.05%
2150,Total,2 Bedrooms,500,600,700,572,"6,925",9.09%,33.33%,10.64%,-14.50%
2150,Total,3 Bedrooms,638,750,800,80,"1,037",10.29%,33.33%,1.27%,-16.67%
2150,Total,4 or more Bedrooms,648,820,975,s,142,1.23%,20.59%,27.27%,7.69%
2150,House,Total,500,600,650,81,827,9.09%,20.00%,-70.00%,44.64%
2150,House,1 Bedroom,358,495,565,s,80,13.06%,32.00%,37.50%,450.00%
2150,House,2 Bedrooms,500,565,650,32,357,11.88%,25.56%,-33.33%,28.00%
2150,House,3 Bedrooms,600,600,710,s,252,-7.69%,15.94%,.00%,-6.25%
2150,House,4 or more Bedrooms,623,820,925,s,95,-3.53%,10.81%,100.00%,20.00%
2150,Other,Total,360,400,475,35,586,19.40%,25.00%,59.09%,52.17%
2150,Other,Bedsitter,360,380,400,s,82,15.15%,28.81%,110.00%,110.00%
2150,Townhouse,Total,553,660,743,s,254,6.45%,25.12%,-20.00%,-27.27%
2150,Flat/Unit,Total,500,590,680,823,"8,940",7.27%,31.11%,.49%,-11.60%
2150,Flat/Unit,1 Bedroom,441,550,600,228,"1,775",5.77%,27.91%,2.70%,10.14%
2150,Flat/Unit,2 Bedrooms,504,605,700,528,"6,258",10.00%,32.97%,14.04%,-16.32%
2150,Flat/Unit,3 Bedrooms,650,770,850,54,623,5.48%,39.37%,.00%,-20.59%
2151,Total,Total,470,550,675,194,"3,056",3.77%,23.60%,-26.79%,-18.14%
2151,Total,1 Bedroom,365,400,500,s,188,8.11%,9.59%,61.54%,5.00%
2151,Total,2 Bedrooms,450,495,555,96,"1,634",5.32%,23.75%,-7.69%,-30.94%
2151,Total,3 Bedrooms,600,675,750,49,846,.75%,21.62%,-9.26%,-23.44%
2151,Total,4 or more Bedrooms,776,900,973,s,224,12.50%,12.50%,85.71%,160.00%
2151,House,Total,500,730,865,59,610,32.73%,46.00%,-45.37%,43.90%
2151,House,2 Bedrooms,460,480,500,s,124,14.29%,13.61%,-23.53%,-7.14%
2151,House,3 Bedrooms,665,700,750,s,255,-6.67%,15.70%,-5.88%,.00%
2151,House,4 or more Bedrooms,784,900,980,s,188,5.88%,12.50%,84.62%,200.00%
2151,Townhouse,Total,688,738,750,s,308,8.46%,22.92%,-26.32%,-26.32%
2151,Townhouse,3 Bedrooms,703,738,758,s,225,6.12%,18.95%,-14.29%,9.09%
2151,Flat/Unit,Total,450,510,600,117,"1,952",4.62%,20.71%,-12.69%,-30.36%
2151,Flat/Unit,1 Bedroom,384,485,510,s,153,12.79%,27.63%,77.78%,6.67%
2151,Flat/Unit,2 Bedrooms,450,490,575,79,"1,394",3.70%,22.50%,-5.95%,-30.09%
2151,Flat/Unit,3 Bedrooms,550,620,665,s,337,5.98%,19.23%,5.00%,-41.67%
2152,Total,Total,500,550,680,95,"1,245",5.77%,18.15%,-4.04%,-6.86%
2152,Total,2 Bedrooms,500,520,555,44,558,6.12%,22.35%,2.33%,10.00%
2152,Total,3 Bedrooms,580,650,680,s,398,4.84%,14.04%,-13.79%,-10.71%
2152,Total,4 or more Bedrooms,700,825,1063,s,119,13.79%,3.13%,700.00%,6.67%
2152,House,Total,580,680,800,37,365,19.30%,11.48%,.00%,12.12%
2152,House,3 Bedrooms,600,660,690,s,180,3.53%,1.54%,-8.33%,-15.38%
2152,House,4 or more Bedrooms,700,800,1075,s,96,10.34%,.00%,650.00%,36.36%
2152,Flat/Unit,Total,480,520,580,45,635,6.12%,26.83%,-16.67%,-15.09%
2152,Flat/Unit,2 Bedrooms,500,520,550,s,414,6.12%,23.81%,-17.14%,3.57%
2153,Total,Total,570,685,780,345,"4,131",8.30%,10.48%,-15.02%,-16.67%
2153,Total,1 Bedroom,354,455,550,44,368,-7.14%,3.41%,.00%,-6.38%
2153,Total,2 Bedrooms,530,620,700,117,"1,159",10.71%,21.57%,13.59%,-14.60%
2153,Total,3 Bedrooms,650,720,765,111,"1,457",2.86%,10.77%,35.37%,-13.28%
2153,Total,4 or more Bedrooms,785,850,950,70,"1,018",4.29%,6.25%,20.69%,-30.69%
2153,House,Total,575,730,850,175,"2,057",4.29%,5.42%,-24.57%,-12.50%
2153,House,1 Bedroom,325,343,378,s,45,-8.67%,-22.16%,300.00%,300.00%
2153,House,2 Bedrooms,478,500,525,s,198,-3.85%,11.11%,.00%,-11.54%
2153,House,3 Bedrooms,650,700,750,74,873,.00%,7.69%,54.17%,-5.13%
2153,House,4 or more Bedrooms,800,880,950,62,900,7.32%,10.00%,19.23%,-32.61%
2153,Townhouse,Total,650,725,800,41,554,2.84%,11.54%,36.67%,-29.31%
2153,Townhouse,2 Bedrooms,560,600,650,s,115,3.45%,11.63%,83.33%,-21.43%
2153,Townhouse,3 Bedrooms,740,760,850,s,339,2.70%,15.15%,40.00%,-40.00%
2153,Flat/Unit,Total,576,630,720,122,"1,289",8.62%,21.15%,-8.27%,-14.69%
2153,Flat/Unit,1 Bedroom,470,530,560,s,293,6.00%,19.10%,-34.21%,-34.21%
2153,Flat/Unit,2 Bedrooms,600,668,750,76,757,15.09%,25.94%,11.76%,-15.56%
2153,Flat/Unit,3 Bedrooms,634,695,793,s,205,6.92%,10.76%,-15.79%,14.29%
2154,Total,Total,620,700,850,268,"3,144",7.69%,12.90%,-28.15%,-3.60%
2154,Total,1 Bedroom,473,570,600,35,256,12.87%,17.53%,-16.67%,75.00%
2154,Total,2 Bedrooms,630,670,700,96,990,3.08%,15.52%,-23.81%,-11.11%
2154,Total,3 Bedrooms,685,750,825,59,855,7.14%,17.19%,5.36%,-10.61%
2154,Total,4 or more Bedrooms,828,950,1100,74,904,2.15%,3.26%,48.00%,-9.76%
2154,House,Total,680,820,1000,128,"1,447",13.89%,2.50%,-31.18%,10.34%
2154,House,2 Bedrooms,528,570,615,s,128,-5.00%,17.53%,-15.79%,166.67%
2154,House,3 Bedrooms,680,750,820,33,383,7.14%,25.00%,.00%,13.79%
2154,House,4 or more Bedrooms,828,950,1100,74,843,1.60%,3.26%,51.02%,-6.33%
2154,Townhouse,Total,665,720,780,s,394,12.50%,20.00%,11.11%,-39.39%
2154,Townhouse,3 Bedrooms,690,720,803,s,280,6.67%,9.09%,50.00%,-25.00%
2154,Flat/Unit,Total,600,660,700,120,"1,164",3.94%,13.79%,-25.00%,-3.23%
2154,Flat/Unit,1 Bedroom,503,570,600,31,210,9.62%,16.33%,-6.06%,106.67%
2154,Flat/Unit,2 Bedrooms,650,680,715,75,772,4.62%,17.24%,-22.68%,-18.48%
2154,Flat/Unit,3 Bedrooms,743,750,945,s,155,2.74%,15.38%,-15.38%,-31.25%
2155,Total,Total,570,700,820,602,"5,907",9.38%,16.67%,-19.84%,-1.63%
2155,Total,1 Bedroom,490,520,550,73,450,4.00%,18.86%,-17.05%,14.06%
2155,Total,2 Bedrooms,550,590,620,199,"1,550",7.27%,15.69%,-4.33%,-14.59%
2155,Total,3 Bedrooms,655,720,758,82,840,7.46%,10.77%,30.16%,18.84%
2155,Total,4 or more Bedrooms,780,850,950,242,"2,853",1.19%,8.97%,43.20%,3.86%
2155,House,Total,750,800,900,301,"3,494",6.67%,5.26%,-33.41%,8.66%
2155,House,2 Bedrooms,510,560,600,s,189,1.82%,12.00%,-41.03%,109.09%
2155,House,3 Bedrooms,685,730,750,s,436,5.80%,6.96%,20.00%,.00%
2155,House,4 or more Bedrooms,780,850,950,235,"2,710",1.19%,8.97%,44.17%,2.62%
2155,Townhouse,Total,650,700,750,s,271,12.90%,9.80%,30.43%,66.67%
2155,Townhouse,3 Bedrooms,690,710,750,s,145,10.08%,7.58%,70.00%,70.00%
2155,Flat/Unit,Total,550,588,629,266,"1,956",6.82%,17.50%,-.37%,-12.79%
2155,Flat/Unit,1 Bedroom,490,525,550,62,366,.96%,19.32%,-1.59%,8.77%
2155,Flat/Unit,2 Bedrooms,560,600,620,169,"1,290",8.11%,15.38%,4.97%,-21.03%
2155,Flat/Unit,3 Bedrooms,630,710,771,32,247,5.97%,14.98%,14.29%,14.29%
2156,Total,Total,650,850,1000,s,319,6.25%,15.65%,-6.45%,81.25%
2156,Total,4 or more Bedrooms,840,900,1250,s,154,-7.22%,-29.13%,58.33%,216.67%
2156,House,Total,675,870,1000,s,237,6.10%,8.75%,.00%,107.69%
2156,House,4 or more Bedrooms,855,900,1250,s,144,-7.22%,-29.13%,50.00%,200.00%
2158,Total,Total,690,800,950,s,376,.00%,1.27%,-20.00%,-7.69%
2158,House,Total,780,900,1125,s,253,9.09%,10.43%,-42.86%,-20.00%
2159,Total,Total,650,693,920,s,163,3.36%,2.59%,125.00%,125.00%
2159,House,Total,680,750,950,s,117,8.70%,11.11%,85.71%,62.50%
2160,Total,Total,460,540,650,355,"5,357",8.00%,28.57%,-12.35%,-16.47%
2160,Total,1 Bedroom,405,490,530,42,468,15.98%,28.95%,-19.23%,2.44%
2160,Total,2 Bedrooms,450,500,550,188,"2,812",8.70%,25.00%,11.90%,-21.34%
2160,Total,3 Bedrooms,589,650,700,72,"1,217",8.33%,27.45%,5.88%,-19.10%
2160,Total,4 or more Bedrooms,765,850,900,51,636,7.59%,16.44%,59.38%,10.87%
2160,House,Total,500,650,810,113,"1,542",20.37%,18.18%,-33.92%,1.80%
2160,House,2 Bedrooms,450,495,520,s,318,10.00%,23.75%,.00%,16.00%
2160,House,3 Bedrooms,583,650,695,38,698,16.07%,23.81%,-5.00%,-26.92%
2160,House,4 or more Bedrooms,765,850,925,43,432,.00%,20.57%,53.57%,34.38%
2160,Other,Total,450,480,665,s,529,-4.00%,15.66%,-26.67%,-78.85%
2160,Townhouse,Total,650,660,731,s,492,10.92%,13.79%,22.22%,-18.52%
2160,Townhouse,3 Bedrooms,650,650,689,s,226,8.33%,21.50%,55.56%,.00%
2160,Flat/Unit,Total,450,500,570,209,"2,794",6.38%,25.00%,3.98%,-11.06%
2160,Flat/Unit,1 Bedroom,420,495,538,38,375,10.00%,26.92%,-11.63%,2.70%
2160,Flat/Unit,2 Bedrooms,450,500,575,153,"2,175",4.17%,25.00%,16.79%,-16.39%
2160,Flat/Unit,3 Bedrooms,585,650,723,s,185,12.07%,46.07%,14.29%,33.33%
2161,Total,Total,450,500,650,221,"3,309",4.17%,19.05%,-14.01%,-27.54%
2161,Total,1 Bedroom,301,370,408,s,282,4.23%,32.14%,-10.00%,-45.45%
2161,Total,2 Bedrooms,440,475,500,108,"1,404",7.95%,18.75%,10.20%,-32.92%
2161,Total,3 Bedrooms,550,580,650,49,924,1.75%,11.54%,4.26%,-18.33%
2161,Total,4 or more Bedrooms,750,800,900,39,513,2.56%,11.11%,44.44%,-4.88%
2161,House,Total,480,573,750,96,"1,269",8.02%,14.50%,-26.72%,1.05%
2161,House,2 Bedrooms,450,480,520,s,243,1.05%,15.66%,52.63%,7.41%
2161,House,3 Bedrooms,550,578,650,34,630,-.43%,11.06%,-10.53%,-10.53%
2161,House,4 or more Bedrooms,750,800,900,s,336,4.58%,23.08%,61.11%,26.09%
2161,Other,Total,353,458,515,s,419,1.67%,8.93%,23.81%,-29.73%
2161,Other,2 Bedrooms,428,458,500,s,138,1.67%,20.39%,50.00%,9.09%
2161,Townhouse,Total,565,650,800,s,324,4.84%,11.11%,38.46%,-18.18%
2161,Flat/Unit,Total,420,450,495,81,"1,297",7.14%,18.42%,-11.96%,-46.36%
2161,Flat/Unit,1 Bedroom,370,390,423,s,199,5.41%,39.29%,-20.00%,-45.45%
2161,Flat/Unit,2 Bedrooms,430,460,490,63,955,6.98%,17.95%,-7.35%,-47.06%
2162,Total,Total,450,550,655,95,"1,483",5.26%,12.24%,-6.86%,1.06%
2162,Total,1 Bedroom,300,370,430,s,84,15.63%,42.31%,83.33%,57.14%
2162,Total,2 Bedrooms,445,478,513,s,415,-2.55%,19.38%,3.70%,12.00%
2162,Total,3 Bedrooms,550,610,650,s,605,5.17%,22.00%,-17.65%,-36.36%
2162,Total,4 or more Bedrooms,700,830,870,s,294,10.67%,15.28%,50.00%,23.53%
2162,House,Total,565,650,770,47,802,18.18%,23.81%,-27.69%,-6.00%
2162,House,3 Bedrooms,550,610,650,s,437,5.17%,17.31%,-11.11%,-31.43%
2162,House,4 or more Bedrooms,700,830,850,s,212,10.67%,18.57%,21.43%,88.89%
2162,Other,Total,378,450,498,s,197,.00%,-35.71%,157.14%,20.00%
2162,Flat/Unit,Total,368,445,476,s,307,-4.30%,17.11%,9.09%,9.09%
2162,Flat/Unit,2 Bedrooms,415,470,510,s,203,-5.05%,17.50%,-6.25%,15.38%
2163,Total,Total,353,470,600,62,"1,004",4.44%,11.90%,-25.30%,-28.74%
2163,Total,2 Bedrooms,350,385,550,s,441,-8.33%,13.24%,-16.13%,-46.94%
2163,Total,3 Bedrooms,498,560,648,s,244,.00%,24.44%,33.33%,-23.81%
2163,House,Total,470,570,700,s,307,14.00%,26.67%,22.73%,12.50%
2163,House,3 Bedrooms,495,550,615,s,166,8.91%,22.22%,150.00%,25.00%
2163,Flat/Unit,Total,330,350,560,s,502,-2.78%,2.94%,-50.00%,-50.98%
2163,Flat/Unit,2 Bedrooms,350,370,580,s,327,-26.00%,8.82%,-34.62%,-54.05%
2164,Total,Total,474,550,650,116,"1,735",10.00%,7.84%,8.41%,-2.52%
2164,Total,2 Bedrooms,445,470,490,33,365,4.44%,13.25%,22.22%,10.00%
2164,Total,3 Bedrooms,520,570,633,44,840,3.64%,11.76%,46.67%,-2.22%
2164,Total,4 or more Bedrooms,675,750,828,s,363,-6.25%,7.14%,55.56%,-20.00%
2164,House,Total,520,580,660,65,"1,094",5.45%,9.43%,-22.62%,-15.58%
2164,House,3 Bedrooms,530,570,643,32,626,2.70%,11.76%,23.08%,-5.88%
2164,House,4 or more Bedrooms,650,710,820,s,286,-11.25%,9.23%,23.53%,-22.22%
2164,Other,Total,435,480,535,s,288,5.49%,2.13%,91.67%,27.78%
2164,Other,2 Bedrooms,435,450,480,s,103,-2.17%,12.50%,57.14%,83.33%
2164,Townhouse,Total,500,600,680,s,207,20.00%,-1.64%,750.00%,13.33%
2164,Flat/Unit,Total,365,450,480,s,146,12.50%,40.63%,22.22%,22.22%
2165,Total,Total,370,470,600,248,"5,467",4.44%,11.90%,-12.06%,-26.84%
2165,Total,1 Bedroom,300,330,350,s,432,13.79%,26.92%,19.05%,-48.98%
2165,Total,Not Specified,380,513,573,s,285,17.82%,23.49%,-70.37%,166.67%
2165,Total,2 Bedrooms,360,400,450,93,"2,131",.00%,11.11%,-14.68%,-30.60%
2165,Total,3 Bedrooms,500,560,600,75,"1,867",1.82%,12.00%,-3.85%,-29.91%
2165,Total,4 or more Bedrooms,695,750,830,36,728,7.14%,7.14%,89.47%,-7.69%
2165,House,Total,463,580,650,94,"2,014",16.00%,16.00%,-29.85%,-27.69%
2165,House,2 Bedrooms,371,410,450,s,277,5.13%,10.81%,-15.79%,-38.46%
