Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2065,House,3 Bedrooms,950,1170,1250,s,239,-4.49%,-6.40%,-9.09%,-20.00%
2065,House,4 or more Bedrooms,1269,1500,1725,s,153,-16.67%,-9.09%,55.56%,7.69%
2065,Townhouse,Total,894,1100,1200,36,348,4.76%,20.55%,44.00%,28.57%
2065,Townhouse,3 Bedrooms,1000,1150,1200,s,223,4.78%,6.98%,56.25%,78.57%
2065,Flat/Unit,Total,640,760,950,626,"6,464",-5.00%,28.81%,-6.15%,-.32%
2065,Flat/Unit,Bedsitter,436,545,598,s,150,.00%,28.99%,14.29%,-11.11%
2065,Flat/Unit,1 Bedroom,550,650,720,240,"2,515",.00%,30.00%,-11.44%,-9.43%
2065,Flat/Unit,2 Bedrooms,735,875,1040,311,"3,008",-12.50%,29.63%,4.01%,9.89%
2065,Flat/Unit,3 Bedrooms,1000,1250,1595,57,662,4.60%,47.06%,9.62%,-5.00%
2066,Total,Total,580,675,825,383,"4,514",3.85%,18.42%,-12.76%,-6.36%
2066,Total,1 Bedroom,520,580,650,105,960,1.75%,16.00%,29.63%,1.94%
2066,Total,2 Bedrooms,600,700,780,188,"2,341",7.69%,22.81%,33.33%,-17.54%
2066,Total,3 Bedrooms,810,900,1000,55,758,.00%,5.88%,-9.84%,3.77%
2066,Total,4 or more Bedrooms,1350,1570,1888,s,270,9.79%,1.29%,76.47%,57.89%
2066,House,Total,900,1300,1640,49,617,73.33%,23.81%,-69.94%,2.08%
2066,House,3 Bedrooms,865,950,1000,s,234,-5.00%,.00%,-27.78%,-40.91%
2066,House,4 or more Bedrooms,1369,1595,1900,s,236,6.33%,1.27%,86.67%,55.56%
2066,Townhouse,Total,730,888,1188,s,212,1.43%,7.90%,50.00%,80.00%
2066,Flat/Unit,Total,575,650,770,312,"3,571",4.00%,18.18%,19.54%,-10.09%
2066,Flat/Unit,1 Bedroom,520,580,650,102,908,.43%,15.42%,45.71%,2.00%
2066,Flat/Unit,2 Bedrooms,590,685,780,173,"2,151",5.38%,22.32%,31.06%,-19.91%
2066,Flat/Unit,3 Bedrooms,800,890,980,33,391,-.56%,13.02%,-8.33%,26.92%
2067,Total,Total,580,720,950,620,"5,296",9.92%,20.00%,-4.02%,13.35%
2067,Total,1 Bedroom,519,600,700,301,"1,832",13.42%,22.45%,3.44%,29.18%
2067,Total,2 Bedrooms,750,850,950,201,"2,136",13.33%,30.77%,28.03%,2.55%
2067,Total,3 Bedrooms,900,1100,1350,75,827,-8.33%,8.91%,33.93%,8.70%
2067,Total,4 or more Bedrooms,1315,1450,1725,35,307,5.45%,7.41%,25.00%,9.38%
2067,House,Total,850,1110,1400,74,673,23.33%,5.71%,-47.52%,21.31%
2067,House,3 Bedrooms,875,950,1100,s,230,-5.00%,-9.52%,23.53%,23.53%
2067,House,4 or more Bedrooms,1280,1450,1700,33,275,3.57%,7.41%,43.48%,13.79%
2067,Flat/Unit,Total,560,700,858,530,"4,369",9.38%,20.69%,8.83%,11.81%
2067,Flat/Unit,1 Bedroom,519,600,700,285,"1,758",15.50%,22.45%,.35%,25.55%
2067,Flat/Unit,2 Bedrooms,743,850,950,190,"1,955",13.33%,30.77%,34.75%,4.40%
2067,Flat/Unit,3 Bedrooms,1000,1250,1388,47,530,-1.96%,20.77%,30.56%,-2.08%
2068,Total,Total,550,800,1350,109,"1,424",.00%,14.29%,-12.80%,-10.66%
2068,Total,1 Bedroom,410,500,550,s,207,.00%,11.11%,66.67%,25.00%
2068,Total,2 Bedrooms,645,735,850,s,528,5.00%,13.08%,3.70%,-31.71%
2068,Total,3 Bedrooms,945,1100,1500,s,327,6.02%,10.00%,-13.64%,5.56%
2068,Total,4 or more Bedrooms,1350,1535,1738,s,245,-6.97%,5.86%,172.73%,-9.09%
2068,House,Total,960,1350,1625,55,579,33.33%,.00%,-27.63%,10.00%
2068,House,3 Bedrooms,945,1100,1500,s,222,-2.22%,.00%,35.71%,26.67%
2068,House,4 or more Bedrooms,1350,1535,1738,s,230,-6.97%,5.86%,172.73%,-3.23%
2068,Flat/Unit,Total,500,583,719,54,688,-2.51%,8.88%,17.39%,-6.90%
2068,Flat/Unit,1 Bedroom,410,500,550,s,181,.00%,7.53%,81.25%,31.82%
2068,Flat/Unit,2 Bedrooms,630,720,850,s,383,3.23%,21.01%,38.89%,-13.79%
2069,Total,Total,640,790,963,112,"1,071",1.94%,27.42%,-11.11%,27.27%
2069,Total,1 Bedroom,420,555,650,s,158,11.00%,23.33%,61.11%,38.10%
2069,Total,2 Bedrooms,680,800,850,49,395,15.11%,33.33%,11.36%,75.00%
2069,Total,4 or more Bedrooms,1306,1515,1888,s,236,8.21%,-8.18%,46.67%,22.22%
2069,House,Total,1100,1300,1600,33,402,30.65%,.00%,-45.90%,6.45%
2069,House,4 or more Bedrooms,1306,1515,1888,s,228,8.21%,-8.18%,46.67%,22.22%
2069,Flat/Unit,Total,640,683,850,68,585,3.41%,24.09%,17.24%,41.67%
2069,Flat/Unit,1 Bedroom,550,640,650,s,128,21.90%,30.61%,50.00%,61.54%
2069,Flat/Unit,2 Bedrooms,680,800,883,43,347,16.36%,34.45%,19.44%,65.38%
2070,Total,Total,553,720,1075,103,"1,206",-6.49%,2.86%,-17.60%,-12.71%
2070,Total,1 Bedroom,360,500,650,39,236,-7.41%,8.70%,105.26%,34.48%
2070,Total,2 Bedrooms,615,775,881,s,444,4.73%,12.32%,-18.92%,-41.18%
2070,Total,3 Bedrooms,1038,1100,1163,s,272,.00%,10.00%,6.67%,-11.11%
2070,Total,4 or more Bedrooms,1225,1500,1740,s,218,3.45%,3.45%,15.38%,-25.00%
2070,House,Total,888,1250,1600,s,334,25.00%,-4.58%,-61.02%,-4.17%
2070,House,4 or more Bedrooms,1225,1500,1740,s,207,3.45%,3.45%,15.38%,-25.00%
2070,Flat/Unit,Total,550,675,855,75,808,-8.78%,12.50%,19.05%,-12.79%
2070,Flat/Unit,1 Bedroom,365,598,650,34,220,2.14%,24.48%,112.50%,25.93%
2070,Flat/Unit,2 Bedrooms,605,770,865,s,408,2.67%,14.07%,-18.18%,-42.55%
2070,Flat/Unit,3 Bedrooms,1038,1100,1150,s,162,.00%,10.00%,71.43%,.00%
2071,Total,Total,655,840,1150,91,"1,056",7.69%,27.76%,-25.41%,-5.21%
2071,Total,1 Bedroom,554,570,593,s,157,3.64%,16.33%,81.82%,25.00%
2071,Total,2 Bedrooms,693,735,799,s,377,6.91%,22.50%,-42.11%,-29.03%
2071,Total,3 Bedrooms,885,1000,1125,s,253,14.29%,23.46%,35.00%,8.00%
2071,Total,4 or more Bedrooms,1150,1350,1500,s,237,-3.57%,.00%,10.00%,-4.35%
2071,House,Total,1100,1200,1500,s,324,6.19%,-4.00%,-47.27%,3.57%
2071,House,4 or more Bedrooms,1150,1400,1500,s,223,3.70%,3.70%,10.53%,.00%
2071,Flat/Unit,Total,600,735,875,62,701,6.91%,22.50%,-6.06%,-4.62%
2071,Flat/Unit,1 Bedroom,554,570,593,s,152,3.64%,15.15%,81.82%,42.86%
2071,Flat/Unit,2 Bedrooms,700,740,800,s,359,8.42%,23.33%,-38.24%,-32.26%
2071,Flat/Unit,3 Bedrooms,875,1038,1150,s,175,5.87%,29.69%,33.33%,5.26%
2072,Total,Total,616,700,800,90,"1,176",.00%,12.00%,-38.36%,-28.00%
2072,Total,1 Bedroom,550,580,600,s,286,7.91%,18.37%,-41.67%,-43.24%
2072,Total,2 Bedrooms,675,700,760,45,500,.00%,11.11%,36.36%,-11.76%
2072,Total,3 Bedrooms,888,975,1050,s,218,2.63%,14.71%,-33.33%,-47.83%
2072,House,Total,594,900,1213,s,232,5.88%,-7.22%,-68.42%,.00%
2072,Flat/Unit,Total,618,700,765,67,870,4.48%,16.67%,-21.18%,-34.95%
2072,Flat/Unit,1 Bedroom,550,575,600,s,271,7.48%,17.35%,-50.00%,-54.05%
2072,Flat/Unit,2 Bedrooms,679,715,760,42,460,2.14%,13.49%,44.83%,-14.29%
2073,Total,Total,600,770,1175,83,993,-7.78%,2.67%,-24.55%,-20.95%
2073,Total,1 Bedroom,555,593,600,s,142,5.80%,24.74%,-11.11%,.00%
2073,Total,2 Bedrooms,604,700,746,s,297,.00%,11.11%,33.33%,-35.14%
2073,Total,3 Bedrooms,875,950,1130,s,225,-14.03%,.00%,7.14%,-37.50%
2073,Total,4 or more Bedrooms,1085,1200,1650,s,308,-20.00%,-7.69%,-6.90%,3.85%
2073,House,Total,880,1200,1500,37,460,4.35%,2.13%,-43.08%,-11.90%
2073,House,4 or more Bedrooms,1100,1250,1700,s,290,-16.67%,-3.85%,-10.71%,.00%
2073,Flat/Unit,Total,600,680,748,39,471,3.82%,9.68%,-2.50%,-35.00%
2073,Flat/Unit,1 Bedroom,580,600,600,s,129,7.14%,25.00%,-18.75%,-13.33%
2073,Flat/Unit,2 Bedrooms,680,710,750,s,253,1.43%,9.23%,40.00%,-38.24%
2074,Total,Total,640,800,1100,124,"1,250",-5.88%,8.11%,-18.95%,3.33%
2074,Total,1 Bedroom,463,533,560,s,172,4.41%,18.33%,20.00%,5.88%
2074,Total,2 Bedrooms,640,680,710,37,435,4.62%,13.81%,2.78%,-11.90%
2074,Total,3 Bedrooms,850,930,1070,s,264,-.27%,3.33%,45.00%,7.41%
2074,Total,4 or more Bedrooms,1100,1250,1435,40,354,-8.76%,-15.25%,-11.11%,21.21%
2074,House,Total,900,1100,1380,53,504,-6.38%,-4.35%,-41.11%,23.26%
2074,House,3 Bedrooms,800,900,1050,s,127,-10.00%,4.35%,85.71%,62.50%
2074,House,4 or more Bedrooms,1100,1250,1456,36,319,-8.76%,-15.97%,-16.28%,20.00%
2074,Flat/Unit,Total,571,650,755,64,647,1.56%,10.17%,14.29%,-4.48%
2074,Flat/Unit,1 Bedroom,450,540,560,s,158,5.88%,20.00%,21.43%,6.25%
2074,Flat/Unit,2 Bedrooms,640,680,720,33,382,4.62%,14.77%,.00%,-8.33%
2074,Flat/Unit,3 Bedrooms,850,900,1035,s,89,.56%,1.12%,37.50%,-21.43%
2075,Total,Total,708,875,1170,100,"1,138",10.76%,16.67%,-19.35%,-16.67%
2075,Total,1 Bedroom,485,550,550,s,102,8.91%,22.22%,37.50%,-15.38%
2075,Total,2 Bedrooms,695,720,750,33,388,4.73%,10.77%,-8.33%,-32.65%
2075,Total,3 Bedrooms,878,950,1100,s,232,-2.06%,5.56%,-9.09%,-20.00%
2075,Total,4 or more Bedrooms,1100,1285,1475,36,395,-4.81%,-4.81%,24.14%,9.09%
2075,House,Total,943,1155,1363,48,520,5.00%,-7.60%,-29.41%,14.29%
2075,House,4 or more Bedrooms,1100,1285,1475,36,373,-4.81%,-4.81%,24.14%,16.13%
2075,Flat/Unit,Total,665,720,770,44,536,5.11%,10.77%,-6.38%,-35.29%
2075,Flat/Unit,2 Bedrooms,700,720,750,s,355,3.97%,10.77%,-6.25%,-37.50%
2076,Total,Total,675,895,1198,99,"1,267",6.55%,11.87%,-38.51%,-8.33%
2076,Total,2 Bedrooms,548,623,675,s,270,4.62%,13.18%,-31.03%,-39.39%
2076,Total,3 Bedrooms,775,850,1100,s,414,4.94%,9.68%,-25.64%,16.00%
2076,Total,4 or more Bedrooms,900,1150,1395,45,420,-3.36%,-4.17%,-10.00%,12.50%
2076,House,Total,825,1075,1300,62,696,11.98%,-2.27%,-43.12%,1.64%
2076,House,3 Bedrooms,750,825,1200,s,224,11.49%,6.45%,-45.83%,-13.33%
2076,House,4 or more Bedrooms,900,1150,1409,44,405,-3.36%,-4.17%,-12.00%,12.82%
2076,Flat/Unit,Total,568,673,763,s,412,15.95%,22.27%,-31.71%,-26.32%
2076,Flat/Unit,2 Bedrooms,555,625,673,s,200,7.76%,13.64%,-21.05%,-42.31%
2077,Total,Total,526,600,680,450,"6,102",7.14%,25.00%,-21.60%,-21.74%
2077,Total,1 Bedroom,440,500,530,78,988,8.70%,21.95%,-11.36%,-27.78%
2077,Total,Not Specified,500,550,585,s,329,-1.79%,7.84%,-87.50%,.00%
2077,Total,2 Bedrooms,550,600,650,258,"3,526",7.14%,22.45%,-1.90%,-23.67%
2077,Total,3 Bedrooms,700,765,800,68,870,4.79%,13.33%,7.94%,-4.23%
2077,Total,4 or more Bedrooms,850,898,1000,s,332,8.13%,7.49%,-10.34%,-23.53%
2077,House,Total,615,750,850,83,972,27.12%,7.14%,-50.30%,-2.35%
2077,House,2 Bedrooms,515,575,640,s,204,3.60%,19.79%,-5.00%,-9.52%
2077,House,3 Bedrooms,700,780,800,31,383,8.33%,13.04%,63.16%,10.71%
2077,House,4 or more Bedrooms,840,890,1000,s,301,1.14%,4.71%,-8.00%,-30.30%
2077,Townhouse,Total,670,750,785,s,249,15.38%,23.97%,.00%,-22.73%
2077,Flat/Unit,Total,520,588,650,342,"4,559",6.82%,27.72%,-10.47%,-26.29%
2077,Flat/Unit,1 Bedroom,453,500,530,70,901,8.70%,21.95%,-15.66%,-32.04%
2077,Flat/Unit,2 Bedrooms,550,600,650,232,"3,123",7.14%,23.71%,-.43%,-23.68%
2077,Flat/Unit,3 Bedrooms,700,750,795,s,340,7.14%,13.64%,-27.03%,-22.86%
2079,Total,Total,535,600,715,35,462,13.21%,24.35%,-33.96%,-20.45%
2079,Total,2 Bedrooms,543,570,600,s,138,8.57%,21.28%,23.08%,-5.88%
2079,House,Total,630,680,1075,s,242,-2.86%,4.62%,-37.04%,13.33%
2079,Flat/Unit,Total,530,570,590,s,179,12.87%,26.67%,-37.50%,-40.00%
2079,Flat/Unit,2 Bedrooms,558,575,600,s,99,9.00%,22.34%,20.00%,-7.69%
2081,Total,Total,490,700,865,s,215,12.45%,9.38%,-31.25%,-47.62%
2082,Total,Total,678,720,795,s,182,2.86%,20.00%,-6.25%,.00%
2082,House,Total,680,730,800,s,145,4.29%,14.06%,8.33%,-7.14%
2085,Total,Total,768,1125,1350,s,323,-6.25%,-2.17%,-15.38%,.00%
2085,Total,4 or more Bedrooms,1288,1350,1513,s,188,-1.82%,.00%,.00%,-7.69%
2085,House,Total,1125,1350,1463,s,258,8.00%,5.88%,-34.78%,-6.25%
2085,House,4 or more Bedrooms,1325,1350,1525,s,181,-1.82%,.00%,-8.33%,-15.38%
2086,Total,Total,688,1100,1363,52,650,15.79%,15.79%,-14.75%,-21.21%
2086,Total,3 Bedrooms,800,985,1200,s,230,3.14%,-.51%,.00%,-43.48%
2086,Total,4 or more Bedrooms,1190,1413,1600,s,232,17.71%,8.65%,33.33%,20.00%
2086,House,Total,938,1200,1500,40,472,20.00%,9.09%,-21.57%,-6.98%
2086,House,3 Bedrooms,868,1018,1213,s,192,6.82%,1.75%,.00%,-36.84%
2086,House,4 or more Bedrooms,1180,1425,1600,s,224,18.75%,9.62%,27.78%,15.00%
2087,Total,Total,750,1000,1350,45,666,-8.05%,7.82%,-25.00%,-13.46%
2087,Total,3 Bedrooms,909,1000,1088,s,199,-2.44%,5.26%,40.00%,27.27%
2087,Total,4 or more Bedrooms,1213,1450,1588,s,244,16.00%,11.75%,-10.00%,-18.18%
2087,House,Total,960,1150,1500,33,460,.00%,9.52%,-31.25%,-8.33%
2087,House,3 Bedrooms,909,1000,1088,s,178,5.26%,5.26%,55.56%,27.27%
2087,House,4 or more Bedrooms,1250,1450,1600,s,230,16.00%,11.75%,-15.00%,-22.73%
2088,Total,Total,600,760,1150,313,"4,074",1.33%,20.63%,-6.01%,-16.31%
2088,Total,1 Bedroom,500,550,630,99,"1,223",5.77%,19.57%,22.22%,-20.16%
2088,Total,2 Bedrooms,694,775,900,120,"1,773",3.33%,14.81%,23.71%,-21.05%
2088,Total,3 Bedrooms,1100,1250,1600,45,569,-7.41%,12.61%,.00%,-18.18%
2088,Total,4 or more Bedrooms,1800,2600,3500,44,312,13.04%,4.00%,51.72%,22.22%
2088,House,Total,1250,1850,2700,69,576,116.37%,-1.33%,-45.67%,50.00%
2088,House,3 Bedrooms,1200,1400,1875,s,162,-12.50%,-6.67%,58.33%,111.11%
2088,House,4 or more Bedrooms,1850,2600,3500,40,269,-1.89%,4.00%,66.67%,29.03%
2088,Townhouse,Total,963,1200,1338,s,170,-11.11%,-1.03%,50.00%,12.50%
2088,Flat/Unit,Total,550,680,836,222,"3,142",-.37%,15.25%,16.84%,-28.39%
2088,Flat/Unit,1 Bedroom,500,550,630,98,"1,141",5.77%,19.57%,34.25%,-19.01%
2088,Flat/Unit,2 Bedrooms,690,750,890,103,"1,604",2.04%,13.21%,19.77%,-29.45%
2088,Flat/Unit,3 Bedrooms,925,1150,1375,s,280,-10.85%,12.20%,-40.00%,-57.14%
2089,Total,Total,550,700,880,246,"3,222",2.94%,20.69%,-17.73%,-25.45%
2089,Total,1 Bedroom,495,530,600,83,990,6.00%,13.98%,22.06%,-29.66%
2089,Total,2 Bedrooms,690,768,850,116,"1,478",5.86%,18.08%,33.33%,-19.44%
2089,Total,3 Bedrooms,1113,1290,1550,31,449,24.04%,29.00%,10.71%,-26.19%
2089,House,Total,835,1200,1450,s,233,73.29%,23.08%,-79.09%,4.55%
2089,Flat/Unit,Total,530,675,810,213,"2,678",3.85%,22.73%,23.12%,-24.20%
2089,Flat/Unit,1 Bedroom,495,525,600,81,923,5.00%,11.70%,39.66%,-28.32%
2089,Flat/Unit,2 Bedrooms,688,750,850,103,"1,317",4.17%,18.58%,33.77%,-20.77%
2089,Flat/Unit,3 Bedrooms,1100,1200,1650,s,259,22.45%,26.98%,10.53%,-12.50%
2090,Total,Total,600,720,920,225,"2,757",-4.00%,10.77%,3.69%,-7.41%
2090,Total,1 Bedroom,500,568,625,80,708,.44%,20.74%,66.67%,2.56%
2090,Total,2 Bedrooms,690,765,850,95,"1,359",-3.16%,10.87%,30.14%,-13.64%
2090,Total,3 Bedrooms,921,1100,1338,38,449,.00%,4.76%,31.03%,2.70%
2090,House,Total,728,1050,1525,s,221,31.25%,-27.59%,-63.38%,18.18%
2090,House,3 Bedrooms,1050,1350,1563,s,71,20.00%,13.68%,83.33%,83.33%
2090,Flat/Unit,Total,598,700,825,187,"2,275",-3.45%,16.67%,41.67%,-7.88%
2090,Flat/Unit,1 Bedroom,500,575,625,74,663,-7.26%,22.34%,80.49%,-1.33%
2090,Flat/Unit,2 Bedrooms,690,763,850,86,"1,226",-.97%,12.13%,36.51%,-16.50%
2090,Flat/Unit,3 Bedrooms,910,995,1200,s,277,-13.48%,5.85%,27.78%,15.00%
2092,Total,Total,880,1450,1944,s,288,11.54%,3.57%,-44.83%,-15.79%
2093,Total,Total,620,775,1113,204,"2,269",3.33%,14.81%,10.27%,19.30%
2093,Total,1 Bedroom,495,570,665,55,408,.44%,14.00%,96.43%,44.74%
2093,Total,2 Bedrooms,650,750,850,85,"1,202",7.14%,20.00%,14.86%,10.39%
2093,Total,3 Bedrooms,994,1200,1400,38,391,-9.26%,-.83%,72.73%,.00%
2093,Total,4 or more Bedrooms,1561,1775,2000,s,215,-19.32%,4.41%,73.33%,52.94%
2093,House,Total,950,1338,1744,50,446,3.28%,2.88%,-35.06%,21.95%
2093,House,3 Bedrooms,1125,1250,1525,s,164,-10.71%,-3.85%,7.69%,-33.33%
2093,House,4 or more Bedrooms,1546,1775,2000,s,185,-19.32%,4.41%,60.00%,60.00%
2093,Townhouse,Total,931,1150,1319,s,138,-2.13%,9.52%,166.67%,33.33%
2093,Flat/Unit,Total,578,680,823,135,"1,566",3.03%,13.33%,36.36%,18.42%
2093,Flat/Unit,1 Bedroom,495,573,670,52,368,-.43%,14.50%,108.00%,48.57%
2093,Flat/Unit,2 Bedrooms,650,750,850,69,"1,049",10.29%,20.48%,4.55%,-1.43%
2093,Flat/Unit,3 Bedrooms,895,975,1400,s,124,6.27%,9.55%,225.00%,44.44%
2094,Total,Total,645,925,1200,75,895,-1.33%,24.16%,-3.85%,-10.71%
2094,Total,1 Bedroom,540,600,635,s,189,-6.25%,9.09%,46.15%,-9.52%
2094,Total,2 Bedrooms,775,873,943,s,425,-.29%,19.52%,14.29%,-38.46%
2094,Total,3 Bedrooms,1103,1200,1550,s,209,-2.04%,-7.69%,50.00%,80.00%
2094,House,Total,1150,1550,1845,s,109,44.19%,12.73%,-50.00%,25.00%
2094,Flat/Unit,Total,622,850,1100,56,703,.00%,21.86%,30.23%,-12.50%
2094,Flat/Unit,1 Bedroom,540,595,638,s,180,-7.03%,6.73%,38.46%,-10.00%
2094,Flat/Unit,2 Bedrooms,700,860,925,s,366,-3.10%,17.81%,50.00%,-41.67%
2094,Flat/Unit,3 Bedrooms,1100,1150,1361,s,139,-4.17%,-23.33%,23.08%,128.57%
2095,Total,Total,695,880,1198,367,"3,857",7.32%,15.03%,21.93%,-8.93%
2095,Total,1 Bedroom,550,630,750,119,"1,097",-3.08%,8.62%,54.55%,-11.85%
2095,Total,2 Bedrooms,800,950,1100,174,"1,792",6.15%,13.10%,75.76%,-4.40%
2095,Total,3 Bedrooms,1213,1350,1700,54,610,-14.29%,.19%,80.00%,-18.18%
2095,Total,4 or more Bedrooms,1550,2000,2525,s,99,-28.57%,-13.04%,400.00%,36.36%
2095,House,Total,1100,1300,1925,36,288,46.48%,-13.33%,-63.27%,24.14%
2095,House,2 Bedrooms,1038,1125,1300,s,100,22.28%,29.31%,-7.69%,33.33%
2095,Flat/Unit,Total,675,850,1095,318,"3,232",6.25%,13.33%,60.61%,-12.40%
2095,Flat/Unit,1 Bedroom,550,625,750,113,"1,002",-3.85%,7.76%,63.77%,-13.74%
2095,Flat/Unit,2 Bedrooms,800,950,1100,159,"1,606",6.15%,15.15%,89.29%,-5.36%
2095,Flat/Unit,3 Bedrooms,1195,1300,1700,37,463,-6.31%,.39%,68.18%,-27.45%
2096,Total,Total,650,748,1000,172,"2,211",3.82%,13.26%,-16.91%,-27.73%
2096,Total,1 Bedroom,525,575,630,37,491,-1.71%,4.55%,8.82%,-36.21%
2096,Total,2 Bedrooms,670,745,838,99,"1,320",6.43%,10.37%,-1.98%,-31.25%
2096,Total,3 Bedrooms,1133,1250,1300,s,229,-5.66%,19.05%,20.00%,14.29%
2096,Total,4 or more Bedrooms,1413,1948,2763,s,100,16.27%,14.56%,20.00%,9.09%
2096,House,Total,1163,1275,1821,s,267,59.38%,2.00%,-61.11%,27.27%
2096,House,4 or more Bedrooms,1413,1948,2763,s,90,21.72%,11.29%,33.33%,20.00%
2096,Flat/Unit,Total,643,700,808,138,"1,788",.00%,7.69%,6.98%,-33.65%
2096,Flat/Unit,1 Bedroom,525,575,635,36,456,-3.36%,5.50%,24.14%,-35.71%
2096,Flat/Unit,2 Bedrooms,665,733,820,92,"1,189",4.64%,8.52%,4.55%,-31.34%
2097,Total,Total,625,750,1030,109,"1,287",-2.91%,4.90%,-17.42%,11.22%
2097,Total,1 Bedroom,500,550,631,s,201,10.00%,16.40%,-4.76%,11.11%
2097,Total,2 Bedrooms,650,700,791,54,658,.72%,3.70%,8.00%,14.89%
2097,Total,3 Bedrooms,1008,1125,1288,s,223,2.27%,9.22%,-28.00%,-10.00%
2097,Total,4 or more Bedrooms,1375,1700,1996,s,157,23.64%,3.03%,33.33%,23.08%
2097,House,Total,900,1150,1575,35,338,4.55%,-11.54%,-42.62%,52.17%
2097,House,4 or more Bedrooms,1375,1700,1996,s,138,23.64%,1.49%,33.33%,33.33%
2097,Flat/Unit,Total,620,695,798,71,848,5.30%,6.92%,5.97%,2.90%
2097,Flat/Unit,1 Bedroom,499,533,606,s,177,6.50%,12.11%,-5.88%,.00%
2097,Flat/Unit,2 Bedrooms,650,700,776,48,561,.72%,5.26%,17.07%,11.63%
2099,Total,Total,580,675,820,427,"5,572",.00%,12.50%,-7.97%,-12.14%
2099,Total,1 Bedroom,485,545,600,132,"1,428",-.91%,11.22%,43.48%,-18.52%
2099,Total,2 Bedrooms,650,700,774,206,"3,016",.00%,11.11%,10.16%,-13.81%
2099,Total,3 Bedrooms,959,1100,1250,50,627,4.76%,15.79%,21.95%,-10.71%
2099,Total,4 or more Bedrooms,1200,1400,1780,33,288,-5.08%,12.00%,83.33%,26.92%
2099,House,Total,850,1095,1490,70,830,51.03%,12.31%,-60.45%,1.45%
2099,House,2 Bedrooms,643,720,850,s,190,6.67%,9.92%,-16.67%,15.38%
2099,House,3 Bedrooms,950,1050,1200,s,296,-4.55%,10.53%,10.53%,-16.00%
2099,House,4 or more Bedrooms,1225,1450,1790,31,252,-3.33%,11.54%,82.35%,24.00%
2099,Townhouse,Total,818,935,1125,s,154,22.62%,19.87%,200.00%,20.00%
2099,Flat/Unit,Total,575,650,750,337,"4,387",.00%,12.07%,20.79%,-15.54%
2099,Flat/Unit,1 Bedroom,485,550,603,127,"1,329",.00%,12.24%,53.01%,-15.89%
2099,Flat/Unit,2 Bedrooms,650,700,760,183,"2,702",.00%,11.11%,8.93%,-16.82%
2099,Flat/Unit,3 Bedrooms,1075,1200,1250,s,233,14.29%,29.03%,21.05%,-8.00%
2100,Total,Total,555,750,1088,123,"1,506",7.14%,15.38%,.00%,-16.89%
2100,Total,1 Bedroom,440,530,568,35,414,.95%,12.77%,12.90%,-32.69%
2100,Total,2 Bedrooms,665,720,760,33,444,2.86%,5.88%,17.86%,-13.16%
2100,Total,3 Bedrooms,994,1050,1213,s,331,-4.55%,13.82%,14.29%,-20.00%
2100,Total,4 or more Bedrooms,1200,1325,1763,s,237,-17.19%,1.92%,80.00%,17.39%
2100,House,Total,895,1100,1400,49,566,7.84%,4.76%,-20.97%,-3.92%
2100,House,3 Bedrooms,1021,1065,1175,s,228,-11.25%,12.11%,-6.67%,-22.22%
2100,House,4 or more Bedrooms,1238,1400,1793,s,212,-13.04%,7.69%,64.29%,9.52%
2100,Townhouse,Total,950,990,1138,s,118,4.21%,37.50%,266.67%,-35.29%
2100,Flat/Unit,Total,520,630,750,61,746,9.57%,21.74%,8.93%,-19.74%
2100,Flat/Unit,1 Bedroom,440,520,550,s,358,-1.42%,10.64%,-10.71%,-45.65%
2100,Flat/Unit,2 Bedrooms,658,700,750,s,296,.00%,7.69%,42.11%,12.50%
2101,Total,Total,600,750,920,157,"1,841",.00%,11.52%,9.03%,-7.65%
2101,Total,1 Bedroom,500,565,629,40,384,7.11%,20.21%,66.67%,.00%
2101,Total,2 Bedrooms,650,750,838,75,922,.00%,13.64%,19.05%,-14.77%
2101,Total,3 Bedrooms,884,950,1075,s,305,-5.00%,-.52%,136.36%,8.33%
2101,Total,4 or more Bedrooms,1230,1495,1686,s,169,-.33%,6.79%,.00%,-11.11%
2101,House,Total,680,995,1400,41,438,11.80%,-9.55%,-33.87%,-4.65%
2101,House,3 Bedrooms,950,998,1100,s,169,.00%,3.91%,100.00%,-7.69%
2101,House,4 or more Bedrooms,1225,1495,1723,s,153,-.33%,6.79%,.00%,-6.25%
2101,Flat/Unit,Total,590,690,800,105,"1,218",3.37%,13.58%,41.89%,-9.48%
2101,Flat/Unit,1 Bedroom,530,570,640,33,332,8.06%,19.37%,65.00%,-8.33%
2101,Flat/Unit,2 Bedrooms,650,750,850,62,772,2.74%,13.64%,31.91%,-15.07%
2102,Total,Total,845,1100,1300,52,478,15.79%,29.41%,18.18%,13.04%
2102,Total,2 Bedrooms,780,830,895,s,181,6.75%,10.67%,112.50%,.00%
2102,Total,3 Bedrooms,1100,1200,1300,s,144,.00%,22.45%,41.67%,.00%
2102,Total,4 or more Bedrooms,1296,1350,1400,s,104,-10.00%,-3.57%,75.00%,100.00%
2102,House,Total,1225,1350,1443,s,158,5.88%,-3.57%,-32.14%,137.50%
